"Nhà Trắng, ""Tuyên bố của Tổng thống về dịp lễ Ramadan,"" ngày 8 tháng 7 năm 2013"
"Nhà Trắng, ""Tuyên bố của Tổng thống về dịp lễ Eid al-Fitr,"" ngày 7 tháng 8 năm 2013"
"Nhà Trắng, ""Lời chào Rosh Hashanah của Tổng thống Obama"", ngày 13 tháng 9 năm 2012"
"Nhà Trắng, ""Tuyên bố của Tổng thống vào cuối tuần lễ Phục Sinh,"" ngày 29 tháng 3 năm 2013"
"Nhà Trắng, ""Tuyên bố Tổng thống - Ngày Tự do Tôn giáo,"" ngày 16 tháng 1 năm 2013"
"Nhà Trắng, ""Tuyên bố Tổng thống - Ngày Cầu nguyện Quốc gia, 2013,"" ngày 1 tháng 5 năm 2013"
"Nhà Trắng, ""Tuyên bố Tổng thống - Cầu nguyện vì Hòa bình, Ngày Tưởng niệm, 2013,"" ngày 24 tháng 5 năm 2013"
"Nhà Trắng, ""Tuyên bố Tổng thống - Tháng Di sản Mỹ Do Thái, 2013,"" ngày 30 tháng 4 năm 2013"
"Nhà Trắng, ""Tuyên bố Tổng thống - Tháng Di sản Người Mỹ gốc Á và Người Thái Bình Dương,"" 2013, ""ngày 30 tháng 4 năm 2013"
"Nhà Trắng, ""Tuyên bố Tổng thống - Tháng Di sản Người Mỹ gốc Ailen, 2013,"" ngày 28 tháng 2 năm 2013"
"Nhà Trắng, ""Tuyên bố Tổng thống - Tháng Di sản Tây Ban Nha Quốc gia, 2013,"" ngày 13 tháng 9 năm 2013"
"Nhà Trắng, ""Tuyên bố Tổng thống - Tháng đánh giá âm nhạc người Mỹ gốc Phi,"" 2013, ""ngày 31 tháng 5 năm 2013"
"Nhà Trắng, ""Tuyên bố Tổng thống - Tháng Di sản Mỹ-Caribê Quốc gia, 2013,"" ngày 31 tháng 5 năm 2013"
"Văn phòng Thị trưởng Quận Columbia, ""Người Hồi giáo của Quận Thị trưởng Grey Wishes là một lễ Ramadan hạnh phúc,"" ngày 8 tháng 7 năm 2013"
"Hội đồng về Quan hệ Mỹ-Hồi giáo, ""Thị trưởng D.C. Vincent C. Gary tuyên bố tuyên dương tháng 10 là tháng Di sản Hồi giáo của Hoa Kỳ,"" ngày 1 tháng 10 năm 2013, qua Facebook"
"Bảo tàng di sản Hồi giáo Mỹ, Quận Columbia Thị trưởng Vincent Gray tuyên bố Tháng di sản Hồi giáo, ngày 29 tháng 9 năm 2012, qua Facebook"
"Bảo tàng Di sản Hồi giáo của Hoa Kỳ, được truy cập vào ngày 2 tháng 10 năm 2013"
"Snopes, ""November Surprise,"" ngày 28 tháng 9 năm 2013"
"Cuộc phỏng vấn qua email với Doxie McCoy, quản lý truyền thông cấp cao của Thị trưởng Vincent Gray, ngày 3 tháng 8 năm 2013"
"Phỏng vấn Ibrahim Hooper, giám đốc truyền thông quốc gia, Hội đồng Quan hệ Mỹ-Hồi giáo, ngày 3 tháng 10 năm 2013"
"Money Morning (blog), ""Buffett: Obamacare phế liệu và bắt đầu tất cả,"" ngày 13 tháng 9 năm 2013"
"CNBC, đoạn phỏng vấn với Warren Buffett, ngày 1 tháng 3 năm 2013"
"Politico, ""Warren Buffett sẽ phế liệu hóa đơn chăm sóc sức khỏe"", ngày 1 tháng 3 năm 2010"
"Bloomberg, ""Buffett nói luật sức khỏe là bước để sửa chữa 'sán dây' trong nền kinh tế,"" ngày 13 tháng 7 năm 2012"
"Tiêu chuẩn hàng tuần, ""Warren Buffett: Phế liệu Obamacare và bắt đầu lại"", ngày 17 tháng 9 năm 2013"
"Wall Street Journal, blog James Taranto, ngày 17 tháng 9 năm 2013"
"NewsBusters, ""Warren Buffett muốn ObamaCare bị loại bỏ, Will Media báo cáo nó?"" Ngày 17 tháng 9 năm 2013"
"Cuộc phỏng vấn qua email với Debbie Bosanek, trợ lý của Warren Buffett, ngày 17 tháng 9 năm 2013"
"Bài đăng trên Facebook trên Facebook, Chúa Giêsu yêu You.org, ""Sự hiệp thông trên mặt trăng"""
"The Washington Post, trên blog Faith, ""Dưới Đức Chúa Trời: Lần đầu tiên trên mặt trăng,"" David Waters, ngày 20 tháng 7 năm 2009"
"YouTube, video về sự hiệp thông trên Mặt trăng, từ các phim ngắn, ""Từ Trái đất đến Mặt trăng"", Tập 6, được đăng, ngày 14 tháng 7 năm 2009"
"Google Books, ""Desolation Magnificent: The Long Journey Trang chủ từ Mặt trăng,"" Buzz Aldrin với Ken Abraham, xuất bản ngày 23 tháng 6 năm 2009"
"Google Sách, ""Sứ mệnh đến sao Hỏa: Tầm nhìn của tôi về thăm dò không gian"", Buzz Aldrin cùng Leonard David, xuất bản ngày 7 tháng 5 năm 2013"
"IMDB, ""Từ Trái Đất đến Mặt Trăng"""
"Lưu trữ bài viết Guideposts, ""Communion in Space"", do Buzz Aldrin, tháng 10 năm 1970"
"CNN, ""Tầm nhìn của du hành vũ trụ Buzz Aldrin về du lịch vũ trụ cho quần chúng"", ngày 15 tháng 8 năm 2013"
"Daily Mail trực tuyến, ""Tiết lộ: Buzz Aldrin đã nhận Rước lễ trên mặt trăng (nhưng NASA giữ bí mật),"" ngày 21 tháng 7 năm 2013"
"TIME Swampland, ""Sự hiệp thông bí mật trên mặt trăng: Kỷ niệm 44 năm,"" Elizabeth Dias, ngày 20 tháng 7 năm 2013"
"Lịch sử NASA, Chương 8.4 ""Cuộc thám hiểm Apollo lên mặt trăng"""
"Webster Presbyterian Church, Lịch sử nhà thờ, Lễ hội âm lịch"
"Examiner.com, ""Điều khoản Obamacare sẽ cho phép thanh tra nhà"" buộc ""bởi các đại lý chính phủ,"" ngày 15 tháng 8 năm 2013"
"Gateway Pundit, ""SHOCKING: Dự phòng Obamacare sẽ cho phép Thanh tra nhà"" buộc "","" ngày 15 tháng 8 năm 2013"
"Trước đó là Tin tức, ""QUY ĐỊNH VỀ OBAMACARE: NHỮNG KIỂM SOÁT CHỦ CẦN - Rõ ràng, bất kỳ gia đình nào cũng có thể được các đại lý trả tiền liên bang đến thăm vì hầu hết mọi lý do. Theo một điều khoản của Obamacare, hàng triệu người Mỹ sẽ được nhắm mục tiêu - ĐÂY LÀ TẠI SAO IRS ĐƯỢC ĐÀO TẠO VỚI AR -15′S, ""ngày 15 tháng 8 năm 2013"
"Báo chí miễn phí phương Tây, ""Obamacare chứa điều khoản cho thanh tra nhà FORCED,"" ngày 15 tháng 8 năm 2013"
"Những người giữ lời tuyên thệ, ""QUYỀN SỞ HỮU OBAMACARE:"" CẦN ""KIỂM SOÁT TRANG CHỦ"", ngày 15 tháng 8 năm 2013"
"MinutemenNews.com, ""Điều khoản Obamacare: Kiểm tra trang chủ 'Buộc',"" ngày 15 tháng 8 năm 2013"
"Outpost Tự do, ""Obamacare Provision: Kiểm tra Trang chủ 'Buộc',"" ngày 14 tháng 8 năm 2013"
"BenSwann.com, ""Điều khoản Obamacare: Kiểm tra nhà"" buộc "","" ngày 13 tháng 8 năm 2013"
"Greenville Post, ""Tiểu ban SC House cung cấp báo cáo thuận lợi cho Nullify Obamacare (Video)"", ngày 20 tháng 3 năm 2013"
"Greenville Post, ""Kiểm tra trang chủ bắt buộc Obamacare"", ngày 10 tháng 8 năm 2013, qua YouTube"
"Văn phòng In ấn Chính phủ, Đạo luật Bảo vệ Bệnh nhân và Chăm sóc Giá cả phải chăng, ngày 23 tháng 3 năm 2010"
"Đại hội đồng Nam Carolina, ""VIỆC BẢO VỆ CHĂM SÓC SỨC KHỎE SỨC KHỎE SOUTH CAROLINA"", ngày 29 tháng 5 năm 2013"
"Cơ quan Lập pháp Nam Carolina, ""Ủy ban Lưu trữ Video: Ủy ban Tư pháp Nhà - Tiểu ban Tư pháp Hiến pháp Tư pháp,"" ngày 20 tháng 3 năm 2013 (Kent Masterson Brown nói khoảng 23 phút)"
"Y tế & Dịch vụ Nhân sinh Hoa Kỳ, ""HHS thông báo $ 224 triệu để hỗ trợ các chương trình thăm viếng tại nhà dựa trên bằng chứng để giúp phụ huynh và trẻ em,"" ngày 22 tháng 9 năm 2011"
"Dịch vụ Y tế & Nhân sinh của Hoa Kỳ, ""Chương trình Thăm viếng Nhà của Trẻ em, Trẻ sơ sinh và Trẻ nhỏ"", ngày 21 tháng 8 năm 2013"
"Y tế & Dịch vụ Nhân sinh của Hoa Kỳ, ""Bằng chứng về hiệu quả thăm viếng tại nhà"", được truy cập ngày 21 tháng 8 năm 2013"
"Pew Charitable Trust, ""Chiến dịch thăm viếng tại nhà"", được truy cập ngày 21 tháng 8 năm 2013"
"Trung tâm quốc gia về trẻ em nghèo, ""Chuyến thăm tại nhà của nhà nước,"" tháng 3 năm 2009"
"Tạp chí của Hiệp hội Y khoa Hoa Kỳ, ""Hiệu quả dài hạn của việc thăm viếng tại nhà trong cuộc sống của bà mẹ và lạm dụng và bỏ bê trẻ em: Mười lăm năm theo dõi một thử nghiệm ngẫu nhiên,"" ngày 27 tháng 8 năm 1997"
"Phỏng vấn Joshua Cook, blogger cho BenSwann.com, ngày 19 tháng 8 năm 2013"
"Phỏng vấn Kent Masterson Brown, luật sư, ngày 19 tháng 8 năm 2013"
"Cuộc phỏng vấn qua email với Samantha Miller, các vấn đề công cộng, Quản lý Tài nguyên và Dịch vụ Sức khỏe cho Dịch vụ Sức khỏe & Nhân sinh Hoa Kỳ, ngày 19 tháng 8 năm 2013"
"Phỏng vấn Kay Johnson, trợ lý giáo sư nhi khoa, Trường Y khoa Dartmouth, ngày 21 tháng 8 năm 2013"
"Phỏng vấn Sara Rosenbaum, giáo sư về luật và chính sách y tế, Trường Y tế Công cộng và Y tế Đại học George Washington, ngày 19 tháng 8 năm 2013"
"Cục Thống kê Lao động, ""Thống kê Lực lượng lao động từ Điều tra dân số hiện tại"", được truy cập vào ngày 29 tháng 7 năm 2013"
"Cục Thống kê Lao động, bảng thuật ngữ, truy cập ngày 30 tháng 7 năm 2013"
"Cục điều tra dân số Hoa Kỳ, ""Thành phần tuổi và giới tính: 2010,"" tháng 5 năm 2011"
"Cục điều tra dân số Hoa Kỳ, ""Thành phần tuổi và giới tính ở Hoa Kỳ: 2011"", được truy cập vào ngày 30 tháng 7 năm 2012"
"Trung tâm Thống kê Giáo dục Quốc gia, ""Bảng 196. Ghi danh, nhân viên và bằng cấp / chứng chỉ được trao cho các học viện sau trung học tham gia các chương trình Title IV, theo cấp độ và kiểm soát của tổ chức, giới tính của sinh viên, loại nhân viên và loại bằng cấp: Mùa thu 2009 và 2009-10 """
"PolitiFact, ""Đại diện Cathy McMorris Rodgers nói ít giờ làm việc hơn bất kỳ thời điểm nào kể từ năm 1979,"" ngày 12 tháng 4 năm 2013"
"Cuộc phỏng vấn qua email với Tara Sinclair, nhà kinh tế học tại Đại học George Washington, ngày 29 tháng 7 năm 2013"
"Tin nhắn Facebook (trích dẫn), thông tin sao lưu được cung cấp bởi những người dừng mua GOP vĩnh cửu, ngày 18 tháng 6 năm 2013"
"Các bài báo về Truth-O-Meter, ""biên tập Sacramento Bee nói Texas là người cuối cùng trong việc chi tiêu chăm sóc sức khỏe tâm thần,"" ngày 8 tháng 2 năm 2013; ""Rick Perry nói Texas có tỷ lệ tốt nghiệp trung học cao thứ ba,"" một sự thay đổi đáng kể "","" ngày 11 tháng 2 năm 2013; ""Biên tập California nói Texas đứng đầu về lượng khí thải carbon dioxide và các chất phóng thích độc hại vào nước"", ngày 13 tháng 2 năm 2013; ""Jim Marston nói Texas dẫn đầu quốc gia trong những tai nạn công nghiệp gây tử vong"", ngày 8 tháng 5 năm 2013"
"Tài liệu, ""Điều tra dân số năm 2011 về thương tích chết người gây tử vong Tỷ lệ thương tích lao động, Nhà nước của Nhà nước,"" Cục Thống kê Lao động Hoa Kỳ, ngày 20 tháng 9 năm 2012 (nhận được qua email từ Cheryl Abbot, ngày 20 tháng 6 năm 2013)"
"Bảng tính, người lớn ở Hoa Kỳ có bằng trung học, theo tiểu bang, Khảo sát cộng đồng người Mỹ năm 2011 (nhận được qua email từ Robert Bernstein, Cục điều tra dân số Hoa Kỳ, ngày 11 tháng 7 năm 2013)"
"Breitbart, ""Dự luật di trú mới có người nộp thuế trợ cấp Obamacars cho thanh thiếu niên"", ngày 24 tháng 6 năm 2013"
"Breitbart, ""Thông cáo báo chí của Rubio kêu gọi Breitbart, mâu thuẫn với CBO"", ngày 25 tháng 6 năm 2013"
"Washington Examiner, ""Sửa đổi mới bổ sung hóa đơn việc làm cho kế hoạch nhập cư Gang of Eight,"" ngày 23 tháng 6 năm 2013"
"Fox News, Phỏng vấn Laura Ingraham, ngày 25 tháng 6 năm 2013"
"Hiếm, ""Người di chuyển hóa đơn nhập cư đưa tay Obama miễn phí cho trẻ em"", ngày 24 tháng 6 năm 2013"
"Huffington Post, ""Sửa đổi an ninh biên giới đối với hóa đơn di trú xóa bỏ trở ngại lớn"", ngày 24 tháng 6 năm 2013"
"PolitiFact, ""Những người nhập cư sẽ nhận được điện thoại di động miễn phí theo đề xuất mới, các blogger tuyên bố,"" ngày 19 tháng 4 năm 2013"
"Cuộc bỏ phiếu bầu của Thượng viện Hoa Kỳ, sửa đổi Thượng viện 1183 thành S. 744, ngày 24 tháng 6 năm 2013"
"Văn phòng Ngân sách Quốc hội, Phân tích sửa đổi Thượng viện 1183, ngày 24 tháng 6 năm 2013"
"Thượng nghị sĩ Marco Rubio thông cáo báo chí, ""Hãy nhớ huyền thoại MarcoPhone? Bây giờ chúng ta có huyền thoại của ObamaCar,"" ngày 25 tháng 6 năm 2013"
"Sen. Bernie Sanders thông cáo báo chí, ""Sanders thanh niên chương trình việc làm tiến bộ trong Thượng viện,"" ngày 21 tháng 6 năm 2013"
"Sen. Bernie Sanders, Tờ thông tin về chương trình việc làm, ngày 21 tháng 6 năm 2013"
"Thượng nghị sĩ Bernie Sanders, Chức danh V Jobs cho việc sửa đổi giới trẻ, Giới thiệu ngày 17 tháng 6 năm 2013"
"Nhà Trắng, ""Tờ Thông tin: Đạo luật Việc làm của Hoa Kỳ,"" ngày 8 tháng 9 năm 2011"
"Văn phòng In ấn Chính phủ, ngày 12 tháng 12 năm 2011"
"Phỏng vấn, Alex Conant, Thượng nghị sĩ Marco Rubio, ngày 25 tháng 6 năm 2013"
"Phỏng vấn, Michael Briggs, Thượng nghị sĩ Bernie Sanders, ngày 25 tháng 6 năm 2013"
"Phỏng vấn, Warren Gunnels, cố vấn chính sách cao cấp cho Thượng nghị sĩ Bernie Sanders, ngày 25 tháng 6 năm 2013"
"Thượng nghị sĩ Bernie Sanders, Tuyên bố về PolitiFact về chương trình việc làm, ngày 25 tháng 6 năm 2013"
"adamvstheman.com, meme, truy cập ngày 21 tháng 6 năm 2013"
"The Libertarian hoài nghi, ""Kiểm tra thực tế Ben Swann: Anh có thực sự bạo lực gấp 5 lần Mỹ không?"", Ngày 12 tháng 1 năm 2013"
"U.K. Văn phòng Thống kê Quốc gia, ""Bản tin Bàn - Tội phạm ở Anh và xứ Wales, Năm Kết thúc Tháng 12 năm 2012"", được truy cập ngày 21 tháng 6 năm 2013"
"U.K. Văn phòng Thống kê Quốc gia, ""Ước tính Dân số Tổng số người cho Vương quốc Anh, các nước và khu vực cấu thành - Giữa năm 1971 đến giữa năm 2010"", được truy cập ngày 21 tháng 6 năm 2013"
"FBI, ""Bảng 2: Tội phạm ở Hoa Kỳ theo loại cộng đồng"", 2011"
"Cục Điều tra Dân số Hoa Kỳ, ""QuickFacts Tiểu bang & Quận"", được truy cập ngày 21 tháng 6 năm 2013"
"Viện nghiên cứu tội phạm và tư pháp liên hợp quốc, ""Nạn nhân hình sự trong quan điểm quốc tế: Những phát hiện chính từ ICVS 2004-2005 và ICS EU"""
"Báo cáo tội phạm, ""Tăng trong các cuộc tấn công đơn giản thúc đẩy tỷ lệ tội phạm của Mỹ"", ngày 17 tháng 10 năm 2012"
"The Telegraph, ""Anh là thủ đô tội phạm bạo lực của châu Âu,"" ngày 2 tháng 7 năm 2009"
"Daily Mail, ""Quốc gia bạo lực nhất ở châu Âu: Anh cũng tồi tệ hơn Nam Phi và Hoa Kỳ"", ngày 2 tháng 7 năm 2009"
"Crimesolutions.gov, ""Nạn nhân & nạn nhân"", được truy cập ngày 21 tháng 6 năm 2013"
"Cuộc phỏng vấn qua email với Daniel Bier, biên tập viên điều hành của blog Skeptical Libertarian, ngày 21 tháng 6 năm 2013"
"Cuộc phỏng vấn qua email với Eugene O’Donnell, nhà tội phạm học tại Đại học Tư pháp hình sự John Jay, ngày 21 tháng 6 năm 2013"
"Phỏng vấn James Alan Fox, một nhà tội phạm học tại Đại học Northeastern, ngày 21 tháng 6 năm 2013"
"Cuộc phỏng vấn qua email với Shane D. Johnson, giáo sư tại Đại học Khoa học an ninh và tội phạm Luân Đôn, ngày 24 tháng 6 năm 2013"
"Cuộc phỏng vấn với Michael ""Mikey"" Weinstein, người sáng lập và chủ tịch, Quỹ tôn giáo tự do tôn giáo, ngày 3 tháng 5 năm 2013"
"Cuộc phỏng vấn qua email với Nate Christensen, người phát ngôn, Bộ Quốc phòng, ngày 2 tháng 5 năm 2013"
"Cuộc phỏng vấn với Lori Bogle, phó giáo sư lịch sử, Học viện Hải quân Hoa Kỳ, ngày 2 tháng 5 năm 2013"
"Cuộc phỏng vấn với Dena Sher, cố vấn lập pháp, Liên minh Tự do Dân sự Hoa Kỳ, ngày 6 tháng 5 năm 2013"
"Ông Conservative, ""Lầu năm góc xác nhận họ có thể tòa án những người lính võ người giữ niềm tin Kitô giáo"", tháng 5 năm 2013"
"Ông Conservative, ""Lầu Năm Góc Thuê Hỏa động Kitô giáo cực đoan để đầu"" khoan dung ""trong quân đội,"" tháng 4 năm 2013"
"Save America Foundation, ""TYRANNY ALERT! Lầu năm góc xác nhận có thể có những người lính tòa án có thể chia sẻ đức tin Kitô giáo .. bởi Ken Klukowski, (Breitbart),"" ngày 1 tháng 5 năm 2013"
"The Tennessean, ""Lệnh cấm Lầu Năm Góc làm tăng bóng ma của tòa án cho những người lính chia sẻ đức tin,"" ngày 1 tháng 5 năm 2013"
"Kinh doanh hàng ngày của nhà đầu tư, ""Quân đội Scours Ranks Đối với Kitô hữu 'Haters,'"" May 1, 2013"
"PA Pundits - Quốc tế, ""Obama để DoD: Tòa án Võ cho Faithful,"" May 2, 2013"
"Washington On's On Faith, ""quân đội Mỹ nên đặt tự do tôn giáo ở phía trước"", ngày 26 tháng 4 năm 2013"
"Khách mời của Washington Post, ""Để bảo vệ tự do tôn giáo"", ngày 18 tháng 4 năm 2012"
"Blog của Huffington Post, ""Quái vật Cơ đốc Cơ bản: Papa's Got A Brand New Bag"", ngày 16 tháng 4 năm 2013"
"Fox News Radio, ""Lầu năm góc: Tôn giáo Proselytizing là không được phép,"" ngày 30 tháng 4 năm 2013"
"Fox News Radio, ""Đô đốc phía sau nói Liberty tự do dưới sự đe dọa trong quân sự"", ngày 3 tháng 5 năm 2013"
"Christian Post Opinion, ""Các nhóm tôn giáo lo sợ sự thanh tẩy của Kitô giáo từ quân đội"", ngày 1 tháng 5 năm 2013"
"Breitbart.com, ""PENTAGON MAY MURIAL SOLDIERS WHO SHARE CHRISTIAN FAITH,"" ngày 1 tháng 5 năm 2013"
"Breitbart.com, ""PENTAGON TAPS ANTI-CHRISTIAN EXTREMIST CHO CHÍNH SÁCH TĂNG TRƯỞNG LIÊN QUAN"", ngày 28 tháng 4 năm 2013"
"Newsmax, ""Mối quan tâm lớn lên trong việc di chuyển tự do tôn giáo của nhóm trong quân đội"", ngày 2 tháng 5 năm 2013"
"Deseret News, ""Rhetoric nóng lên trong cuộc tranh luận về sự thịnh vượng trong quân đội,"" May 1, 2013"
"Hội đồng nghiên cứu gia đình, ""Urge Lầu năm góc để chà kế hoạch cho các Kitô hữu tòa án võ,"" ngày 29 tháng 4 năm 2013"
"Hội đồng nghiên cứu gia đình, ""Lầu năm góc bảo vệ chính sách bất hợp hiến chống lại đức tin chia sẻ binh sĩ"", ngày 3 tháng 5 năm 2013"
"Hội đồng nghiên cứu gia đình, ""Trong cơn bão, đức tin của Đô đốc vững chắc,"" ngày 3 tháng 5 năm 2013"
"Công giáo trực tuyến, ""binh lính Kitô giáo không còn - Obama là Nero mới?"" Ngày 2 tháng 5 năm 2013"
"American Forces Press Service, ""Bộ đếm DOD Internet Bài viết về vấn đề tôn giáo"", ngày 3 tháng 5 năm 2013"
"USA Today, ""Lầu năm góc: Không đàn áp Kitô hữu vì bày tỏ đức tin,"" ngày 2 tháng 5 năm 2013"
"Christianity Today, Gleanings, ""Không có Ban truyền giáo quân sự, mặc dù sợ hãi bảo thủ"", ngày 2 tháng 5 năm 2013"
"The Tennessean, ""Quân đội nói không có tòa án martials để chia sẻ đức tin,"" May 2, 2013"
"Air Force Times, ""Schwartz: Đừng tán thành các chương trình tôn giáo,"" ngày 16 tháng 9 năm 2011"
"Air Force Times, ""Không quân yanks khóa học đạo đức hạt nhân"", ngày 4 tháng 8 năm 2011"
"Quỹ Tự do Tôn giáo Quân sự, ""CHẶN VIDEO: MRFF Tiết lộ Quân đội Hoa Kỳ được sử dụng như những người truyền giáo được Chính phủ trả tiền,"" ngày 19 tháng 6 năm 2012"
"Quỹ Tự do tôn giáo quân sự, ""Tự do tôn giáo và quân đội: Một lịch sử đang diễn ra"", được truy cập vào ngày 2 tháng 5 năm 2013"
"Washington Post, ""Không quân thăm dò khí hậu tôn giáo tại Học viện Colorado,"" ngày 4 tháng 5 năm 2005"
"Tờ New York Times, ""Tuyên bố không quân nói về sự thịnh vượng của Học viện,"" ngày 12 tháng 5 năm 2005"
"Dự án đa nguyên tại Đại học Harvard, ""CÁC ĐỊA CHỈ VỀ HỌC VIỆN KHÔNG KHÍ"" THÁCH THỨC ĐẾN NÔNG THÔN, ""truy cập ngày 6 tháng 5 năm 2013"
"Bộ Quốc phòng, ""Chỗ ở của các thực hành tôn giáo trong các dịch vụ quân sự"", ngày 10 tháng 2 năm 2009"
"Bộ Quốc phòng, ""Bổ nhiệm các phiên họp cho các sở quân sự"", ngày 11 tháng 6 năm 2009"
"Bộ Quốc phòng, ""Hướng dẫn bổ nhiệm các buổi lễ cho các sở quân sự"", ngày 11 tháng 6 năm 2004"
"The Shark Tank, chuyển qua ""Điện thoại Obama"", nói ""Hola!"" Với điện thoại di trú Marco Rubio, còn gọi là MarcoPhone, ngày 17 tháng 4 năm 2013"
"Breitbart, Hóa đơn di trú chứa ‘Marcophones’, ngày 17 tháng 4 năm 2013"
"Trang web của Thượng nghị sĩ Hoa Kỳ Charles Schumer, dự thảo dự luật di trú, được truy cập ngày 18 tháng 4 năm 2013"
"Trang web của Thượng nghị sĩ Hoa Kỳ Marco Rubio, Huyền thoại và thực tế: Những nguy hiểm của việc rao bán một huyền thoại ""điện thoại ân xá"", ngày 17 tháng 4 năm 2013"
"The Shark Tank, Những huyền thoại của Rubio và Sự kiện đằng sau MarcoPhone, ngày 18 tháng 4 năm 2013"
"Cuộc phỏng vấn với Javier Manjarres, ngày 19 tháng 4 năm 2013"
"Dịch vụ mới của Hoa Kỳ, đại diện Hoa Kỳ Gabrielle Giffords yêu cầu các giám đốc điều hành truyền thông để cải thiện dịch vụ điện thoại di động khu vực biên giới, ngày 10 tháng 4 năm 2010, được truy cập qua Nexis"
"Bản ghi quốc hội, bài phát biểu của Đại sứ Hoa Kỳ Gabrielle Giffords, ngày 25 tháng 5 năm 2010"
"Tin tức 4 Tucson, chi tiết mới được phát hành trong cuộc điều tra vụ giết người Robert Krentz, ngày 15 tháng 6 năm 2010"
"Tampa Bay Times, dọc theo biên giới Hoa Kỳ với Mexico, vấn đề an ninh là cá nhân mạnh mẽ, ngày 8 tháng 3 năm 2013"
"Buzzfeed, Nhân viên Văn phòng Thượng viện Cộng hòa Forwards Sai Tuyên bố ""MarcoPhone"" Sai, ngày 17 tháng 4 năm 2013"
"PolitiFact, Adam Putnam: Chiến dịch của Obama tặng điện thoại di động miễn phí cho những người ủng hộ, ngày 31 tháng 10 năm 2012"
"Facebook.com, ""Nghiên cứu Harvard tìm thấy các quốc gia với hầu hết các luật về súng có ít nhất là tử vong súng,"" Ảnh của những người chống khủng bố của đảng Cộng hòa và ảnh của người hâm mộ GOP vĩnh cửu, ngày 15 tháng 3 năm 2013, truy cập ngày 8 tháng 4 năm 2013"
"Archinte.JAMAnetwork.com, ""Pháp luật vũ khí và các trường hợp tử vong liên quan đến vũ khí ở Hoa Kỳ"" và ""Đáp ứng với Khủng hoảng Bạo lực vũ khí ở Hoa Kỳ: Nhận xét về 'Luật pháp súng cầm tay và tử vong liên quan đến súng tại Hoa Kỳ' ""cả hai được xuất bản trực tuyến ngày 6 tháng 3 năm 2013, được truy cập ngày 8 tháng 4 năm 2013."
"HereAndNow.WBUR.org, ""Nghiên cứu tìm thấy các quốc gia với hầu hết các luật về súng có ít nhất những cái chết súng nhưng ..."" ngày 13 tháng 3 năm 2013, truy cập ngày 8 tháng 4 năm 2013"
"Grow Food, Not Lawns Facebook post, ngày 29 tháng 3 năm 2013"
"Văn phòng In ấn Chính phủ, Đạo luật Hợp nhất và Tiếp tục Hợp nhất năm 2013"
"Nhà Agonist, ""Cách Quốc hội cho phép Monsanto ra khỏi Móc,"" ngày 29 tháng 3 năm 2013"
"Snopes, ""Đạo luật bảo vệ Monsanto,"" tháng 3 năm 2013"
"Thư viện Luật của Quốc hội, ""Hoa Kỳ: Quy định của Cơ quan Quy định của Tòa án về củ cải đường có cấu trúc vi phạm Luật môi trường liên bang,"" ngày 20 tháng 10 năm 2009"
"Phỏng vấn Greg Jaffe, Trung tâm Khoa học vì lợi ích cộng đồng, ngày 3 tháng 4 năm 2013"
"Phỏng vấn Karen Batra, Tổ chức Công nghiệp Công nghệ sinh học, ngày 3 tháng 4 năm 2013"
"Phỏng vấn Patty Lovera, Food and Water Watch, ngày 3 tháng 4 năm 2013"
"Cuộc phỏng vấn với Colin O’Neil, Trung tâm An toàn Thực phẩm, ngày 4 tháng 4 năm 2013"
"Thư gửi cho biên tập viên, Đại lý đồng bằng, ngày 28 tháng 3 năm 2013"
"40 trợ lý của Nhà Trắng Obama nợ IRS $ 333.000 trong các loại thuế sau, bởi Andrew Malcolm, Kinh doanh hàng ngày của nhà đầu tư và Investors.com., Ngày 11 tháng 3 năm 2013"
"Công nhân liên bang nợ 3,5 tỷ USD tiền thuế, bởi Stephen Ohlemacher, Associated Press, ngày 8 tháng 3 năm 2013"
"Công nhân liên bang nợ thuế 3,5 tỷ USD; Mong đợi việc đổi mới các nỗ lực lập pháp để sa thải các chủ nợ thuế liên bang, bởi Kay Bell, Không bị Lừa đảo với Thuế, ngày 10 tháng 3 năm 2013"
"Công nhân liên bang nợ IRS 3 tỷ đô la, bởi Kay Bell, Don; t Mess With Taxes, ngày 15 tháng 12 năm 2009"
"Các khoản nợ nợ Bác Sam $ 3B trong các khoản thuế chưa thanh toán, WTOP Radio, ngày 14 tháng 12 năm 2009"
"Dữ liệu sáng kiến ​​về nhân viên liên bang / hưu bổng, Dịch vụ doanh thu nội bộ, được cung cấp trong các tệp Excel từ năm 2004 đến 2011, ngày 29 tháng 3 và ngày 3 tháng 4 năm 2013"
"Trò chuyện qua điện thoại với Kay Bell, ngày 1 tháng 4 năm 2013"
"Sự tăng lên ở những người lao động không được trả thuế, Fox News, ngày 12 tháng 3 năm 2013"
"Bảng điểm, đại diện Jason Chaffetz phỏng vấn với Greta Van Susteren, ""On the Record"", Fox News, ngày 20 tháng 3 năm 2013"
"Sự ngạc nhiên! Obama Nhà Trắng Aids nợ $ 333,485 trong thuế trở lại, Poor Richard's News, ngày 11 tháng 3 năm 2013"
"40 người phụ tá Nhà Trắng của Obama nợ tổng cộng $ 333,485 - phương tiện truyền thông im lặng, blog của Andrea Mitchell cháy, ngày 11 tháng 3 năm 2013"
