"Raw for Beauty, Bánh mì kẹp thịt của McDonald chỉ có 15% ""Thịt bò thực"", ngày 2 tháng 4 năm 2014"
"USDA FSIS, Điều khoản ghi nhãn thịt và gia cầm, ngày 5 tháng 6 năm 2013"
"Đại học Cornell, 9 CFR 319.15 - Các sản phẩm thịt bò khác, ngày 31 tháng 10 năm 2001"
"Cargill, Cargill công bố ghi nhãn mới cho Thịt bò kết cấu mịn, ngày 5 tháng 11 năm 2013"
"Thời báo New York, phương pháp chế biến thịt bò an toàn được đặt câu hỏi, ngày 30 tháng 12 năm 2009"
"Beef Products Inc., Lịch sử, 2014"
"Sản phẩm thịt bò Inc., Câu hỏi thường gặp về LFTB, 2014"
"USDA FSIS, AN TOÀN VÀ CÁC THÀNH PHẦN CÓ THỂ SỬ DỤNG TRONG SẢN XUẤT THỊT THỊT, GIA CẦM VÀ SẢN PHẨM EGG, ngày 5 tháng 8 năm 2014"
"Liên đoàn tiêu dùng Mỹ, Tuyên bố của Chris Waldrop, Liên đoàn người tiêu dùng của Mỹ về Giám đốc chính sách lương thực về thịt bò kết cấu mịn, ngày 26 tháng 3 năm 2012"
"National Consumers League, Danh tiếng không được coi trọng của ""Pink Slime"" được thử nghiệm lần nữa, tháng 9 năm 2013"
"Thư hàng ngày, Chiến thắng cho Jamie Oliver ở Hoa Kỳ vì McDonald bị buộc phải ngừng sử dụng ""chất nhờn màu hồng"" trong công thức bánh burger, ngày 27 tháng 1 năm 2012"
"Associated Press, 5 NGƯỜI VIẾT THỰC PHẨM ĐÓNG GÓP TRONG L'NH VỰC 'MÀU HỒNG MÀU HỒNG', NGÀY 29 THÁNG 7 NĂM 2014"
"THỜI GIAN, Lý do đáng ngạc nhiên 'Thịt bò đỏ' đã trở lại, ngày 26 tháng 8 năm 2014"
"Los Angeles Times, Hỏi Laz chất nhờn màu hồng đã trở lại. Câu hỏi là: Ai đang sử dụng nó ?, ngày 15 tháng 8 năm 2014"
"Consumerist, McDonald's nhắc nhở khách hàng rằng nó không còn sử dụng hồng Slime trong bánh mì kẹp thịt, ngày 13 tháng 5 năm 2014"
"Business Insider Weekly, Địa chỉ của McDonald tuyên bố về 'Pink Slime' trong thịt bò của nó (lần nữa), ngày 13 tháng 5 năm 2014"
"Snopes, 100% Beef, ngày 8 tháng 4 năm 2014"
"McDonald's, Meats, 2014"
"Youtube, Có phải bánh mì kẹp thịt của bạn có chứa chất độn thịt và chất nhờn màu hồng không ?, Ngày 2 tháng 3 năm 2014"
"McDonald’s, Câu hỏi của bạn, 2014"
"PolitiFact, Đừng gọi nó là chất nhờn màu hồng, chính thức Georgia nói, ngày 10 tháng 4 năm 2014"
"Người khác 98%, Facebook - công nhân McDonald của Đan Mạch, ngày 24 tháng 8 năm 2014"
"Reuters, tôi kiếm được 21 đô la một giờ tại cửa hàng McDonald’s. Tại sao bạn không ?, ngày 15 tháng 5 năm 2014"
"Đánh giá Báo chí Columbia, Mức lương tối thiểu và Big Mac Đan Mạch, ngày 5 tháng 9 năm 2014"
"Tổng công ty McDonald, đóng góp của cộng đồng McDonald tại Đan Mạch, 2012"
"McDonald’s Denmark, Hợp đồng liên minh"
"Thống kê Đan Mạch, Cơ sở dữ liệu tích hợp cho nghiên cứu thị trường lao động"
"Cục Thống kê Lao động, Lao động ăn nhanh và làm ăn, 2013"
"Quỹ thuế, So sánh gánh nặng thuế đối với lao động trong OECD, ngày 19 tháng 6 năm 2014"
"Tổ chức Hợp tác và Phát triển Kinh tế, Thuế Lương: Đan Mạch, 2013"
"Tổ chức Hợp tác và Phát triển Kinh tế, Thuế Tiền lương: Hoa Kỳ, 2013"
"Remapping Debate, Con đường cao đến mức lương cao: Câu trả lời của Đan Mạch cho mô hình Hoa Kỳ, ngày 14 tháng 9 năm 2011"
"Cuộc phỏng vấn qua email, Kristian Hjulsager, Thư viện và Thông tin, Thống kê Đan Mạch, ngày 3 tháng 9 năm 2014"
"Cuộc phỏng vấn qua email, Orley Ashenfelter, giáo sư kinh tế học, Đại học Princeton, ngày 2 tháng 9 năm 2014"
"Cuộc phỏng vấn qua email, Lars Esbjerg, phó giáo sư, Khoa Quản trị Kinh doanh, Đại học Aarhus, ngày 3 tháng 9 năm 2014"
"Cuộc phỏng vấn qua email, Stepan Jurajda, nhà kinh tế học, CERGE-EI, ngày 3 tháng 9 năm 2014"
"Politicalears.com, ""Gian lận xô đá: Quỹ ALS thừa nhận rằng 73% khoản đóng góp không được sử dụng cho nghiên cứu ALS"", ngày 28 tháng 8 năm 2014"
"Hiệp hội ALS, ""Hiệp hội ALS Debunks Fake Tin tức Điều mà Went Viral,"" ngày 30 tháng 8 năm 2014"
"Hiệp hội ALS, trang chỉ mục thông tin tài chính, được truy cập vào ngày 2 tháng 9 năm 2014"
"Hiệp hội ALS, trang tuyên bố sứ mệnh, được truy cập vào ngày 2 tháng 9 năm 2014"
"Snopes.com, ""Ice Doubt,"" ngày 29 tháng 8 năm 2014"
"Charity Navigator, trang Liên kết ALS, được truy cập vào ngày 2 tháng 9 năm 2014"
"Boston Globe, ""94 triệu đô la sẽ được nâng từ việc chữa trị cho Ice Bucket Challenge cho ALS?"" Ngày 28 tháng 8 năm 2014"
"Thạch anh, ""Tại sao không ai nên bực bội rằng nền tảng ALS chỉ dành 27% số tiền quyên góp cho nghiên cứu,"" ngày 29 tháng 8 năm 2014"
"Cuộc phỏng vấn qua email với Dan Busby, Hội đồng phúc âm về trách nhiệm tài chính, ngày 2 tháng 9 năm 2014"
"Cuộc phỏng vấn qua email với Carrie Munk, phát ngôn viên của Hiệp hội ALS, ngày 2 tháng 9 năm 2014"
"Jim Spice bình luận, 14 tháng 8, 4:25 chiều"
"PolitiFact Wisconsin, mục Truth-O-Meter, ""Scott Walker nói Wisconsin đứng đầu các nước láng giềng về tăng trưởng thu nhập,"" ngày 30 tháng 7 năm 2014"
"Cuộc phỏng vấn với phát ngôn viên báo chí BEA, Thomas Dail, ngày 18 tháng 8 năm 2014"
"Cuộc phỏng vấn qua email với Jeffrey Newman, BEA, ngày 18 tháng 8 năm 2014"
"Cuộc phỏng vấn qua email với Dale Knapp, giám đốc nghiên cứu, Wisconsin Taxpayers Alliance, ngày 18 tháng 8 năm 2014"
"Cuộc phỏng vấn qua email với Laura Dresser, phó giám đốc, Trung tâm về chiến lược Wisconsin, ngày 18 tháng 8 năm 2014"
"Cuộc phỏng vấn qua email với Brian Jacobsen, người phụ trách chiến lược danh mục đầu tư cho Wells Fargo Funds Management, ngày 18 tháng 8 năm 2014"
"BEA, Dữ liệu khu vực, GDP và thu nhập cá nhân, được truy cập vào ngày 18 tháng 8 năm 2014"
"OurTime.org, meme truyền thông xã hội, được PolitiFact nhận vào ngày 25 tháng 8 năm 2014"
"Tổ chức cấm vũ khí hóa học, ""Sáng thế ký và phát triển lịch sử"", được truy cập ngày 25 tháng 8 năm 2014"
"Trung tâm kiểm soát và phòng ngừa dịch bệnh, ""Sự thật về các đại lý kiểm soát bạo động Tài liệu tạm thời"", được truy cập ngày 25 tháng 8 năm 2014"
"Bộ Ngoại giao Hoa Kỳ, ""Nghị định thư cấm sử dụng trong chiến tranh ngạt, độc hoặc khí khác và phương pháp vi khuẩn chiến tranh (giao thức Geneva)"", được truy cập ngày 24 tháng 8 năm 2014"
"Ủy ban Chữ thập đỏ Quốc tế, ""Vũ khí hóa học và sinh học"", ngày 4 tháng 8 năm 2013"
"Liên đoàn các nhà khoa học Mỹ, ""Dòng thời gian phê chuẩn của Hoa Kỳ"", được truy cập vào ngày 25 tháng 8 năm 2014"
"Khám phá tạp chí, ""Tear Gas: tác nhân chiến tranh hóa học được sử dụng trên những người biểu tình ở Ferguson,"" ngày 14 tháng 8 năm 2014"
"Tạp chí có dây, ""Video: Tôi bị thổi bởi cơn đau của Lầu Năm Góc - Hai lần"", ngày 12 tháng 3 năm 2012"
"Business Insider, ""Tear Gas có thể gây tử vong, cắt cụt và sảy thai"", ngày 19 tháng 8 năm 2014"
"Tạp chí New York, ""Hiệu ứng sức khỏe lâu dài của khí rách?"", Ngày 21 tháng 8 năm 2014"
"Al Jazeera America, ""Kiểm soát đám đông: Kỹ thuật cảnh sát chống bạo động từ Ferguson đến Pháp,"" ngày 14 tháng 8 năm 2014"
"BBC News, ""Vũ khí Israel mới nổ tung,"" ngày 2 tháng 10 năm 2008"
"Cuộc phỏng vấn qua email với David P. Fidler, giáo sư luật Đại học Indiana, ngày 25 tháng 8 năm 2014"
"Cuộc phỏng vấn qua email với Richard Price, một nhà khoa học chính trị tại Đại học British Columbia, ngày 25 tháng 8 năm 2014"
"Cuộc phỏng vấn qua email với David A. Koplow, giáo sư luật Đại học Georgetown, ngày 25 tháng 8 năm 2014"
"Cuộc phỏng vấn qua email với Brian Finlay, giám đốc điều hành của Trung tâm Stimson, ngày 25 tháng 8 năm 2014"
"Cuộc phỏng vấn qua email với James M. Acton, cộng sự cao cấp trong Chương trình chính sách hạt nhân tại Carnegie Endowment for Peace, 25/8/2014"
"Cuộc phỏng vấn qua email với Anthony Clark Arend, giáo sư chính phủ và dịch vụ nước ngoài của Đại học Georgetown, ngày 25 tháng 8 năm 2014"
"Cuộc phỏng vấn qua email với Jarrett Moreno, người đồng sáng lập OurTime.org, ngày 25 tháng 8 năm 2014"
"Nghiên cứu Toàn cầu, ""Lãnh đạo ISIS Abu Bakr Al Baghdadi Được đào tạo bởi Mossad của Israel, Tài liệu của NSA tiết lộ,"" ngày 16 tháng 7 năm 2014"
"Shalom Life, ""Cơ quan Palestine khẳng định rằng Mỹ đã tạo ISIS,"" ngày 18 tháng 8 năm 2014"
"Thời gian, ""Tại sao Iran tin rằng ISIS nhóm chiến binh là một âm mưu của Mỹ,"" ngày 19 tháng 7 năm 2014"
"The Snowden Hoax, ""The Snowden Hoax"", ngày 9 tháng 8 năm 2014"
"Infowars, ""Thiết lập phương tiện truyền thông di chuyển đến Debunk ISIS CIA Asset Story,"" ngày 13 tháng 8 năm 2014"
"Cơ quan Tin tức Cộng hòa Hồi giáo, ""Thời báo"" phản ứng nhanh với báo cáo của IRNA về Daesh, ""ngày 25 tháng 7 năm 2014"
"Infowars, ""Cựu Tư lệnh Al-Qaeda: ISIS làm việc cho CIA,"" ngày 12 tháng 7 năm 2014"
"Báo chí truyền hình, ""Abu Bakr al-Baghdadi là ai?"" Ngày 14 tháng 7 năm 2014"
"Tin tức thế giới hàng ngày, ""Blowback! Những người Hồi giáo được đào tạo ở Hoa Kỳ đã tham gia ISIS,"" ngày 17 tháng 6 năm 2014"
"Mẹ Jones, ""Tộc khủng bố hàng đầu của Iraq có bị bức hại tại một nhà tù do Mỹ điều hành không?"" Ngày 11 tháng 7 năm 2014"
"Twitter @ggreenwald, tweet, ngày 6 tháng 8 năm 2014"
"Twitter @wikileaks, tweet, ngày 8 tháng 8 năm 2014"
"Twitter @Ben Wizner, tweet, ngày 10 tháng 8 năm 2014"
"Nghiên cứu toàn cầu, ""Tuyên truyền truyền thông về sự nóng lên toàn cầu"", ngày 10 tháng 1 năm 2014"
"Nghiên cứu toàn cầu, ""The Vaccine Coverup,"" ngày 27 tháng 1 năm 2014"
"Nghiên cứu Toàn cầu, ""Cuộc tấn công ngày 9 tháng 11"", ngày 12 tháng 3 năm 2014"
"PunditFact, ""David Gregory: Al-Qaida bỏ ISIS là"" quá khắc nghiệt "", ngày 13 tháng 8 năm 2014"
"PunditFact, ""Fox's Pirro: Obama thiết lập lãnh đạo ISIS miễn phí trong năm 2009,"" ngày 19 tháng 6 năm 2014"
"Có dây, ""Người đàn ông mong muốn nhất trên thế giới"", ngày 13 tháng 8 năm 2014"
"Trung tâm Tin tức LHQ, ""Thông qua nghị quyết, Hội đồng Bảo an đã phê chuẩn các biện pháp trừng phạt chống lại các chiến binh ở Iraq, Syria,"" ngày 15 tháng 8 năm 2014"
"Báo cáo phía Tây Ả rập, ""Những người Hồi giáo Ai Cập trả lời Tuyên bố của ISIS về"" Caliphate "", ngày 3 tháng 8 năm 2014"
"Daily News Egypt, ""trước ISIL đe dọa toàn bộ khu vực: Bộ ngoại giao Ai Cập,"" ngày 10 tháng 8 năm 2014"
"Al Jazeera America, ""Nhà nước Hồi giáo thực hiện 700 người từ bộ tộc Syria, nhóm giám sát cho biết,"" ngày 16 tháng 8 năm 2014"
"Phỏng vấn Tiến sĩ Robert Garry, Giám đốc chương trình Viral Hemorrhagic Fever Consortium, ngày 6-11 tháng 8, 2014"
"Cuộc phỏng vấn với Rachel Hart, phát ngôn viên của Found Society Foundations, ngày 6 tháng 8 năm 2014"
"Cuộc phỏng vấn với Haley Bridger, phát ngôn viên của Viện Broad, ngày 8 tháng 8 năm 2014"
"Phỏng vấn Christopher Williams, người phát ngôn của Quỹ Gates, ngày 7 tháng 8 năm 2014"
Hiệp hội sốt xuất huyết do Viral
"OurTime.org, meme truyền thông xã hội, ngày 31 tháng 7 năm 2014"
"Trung tâm Thống kê Giáo dục Quốc gia, ""Học phí và học phí trung bình và giá phòng và bảng tính cho sinh viên toàn thời gian tại các cơ quan cấp bằng, theo cấp độ và kiểm soát của tổ chức: 1969-70 đến 2011-12,"" truy cập ngày 7 tháng 8, 2014"
"Bộ Lao động Hoa Kỳ, ""Lịch sử mức lương tối thiểu liên bang theo Đạo luật tiêu chuẩn lao động công bằng, 1938 - 2009"", được truy cập ngày 7 tháng 8 năm 2014"
"Cuộc phỏng vấn qua email với Carly Lindauer, phát ngôn viên của College Board, ngày 7 tháng 8 năm 2014"
"Infowars.com, Obama đưa Ebola vào Mỹ sau khi ký lệnh điều hành để giam giữ người Mỹ bị bệnh, ngày 3 tháng 8 năm 2014"
"NBC News, Có an toàn để mang nạn nhân Ebola đến Hoa Kỳ?, Ngày 2 tháng 8 năm 2014"
"New York Times, Bệnh viện Atlanta thừa nhận người Mỹ thứ hai với Ebola, ngày 5 tháng 8 năm 2014"
"Infowars.com, Obama ký lệnh điều hành để cho phép người Mỹ bị giam giữ với 'bệnh hô hấp', ngày 1 tháng 8 năm 2014"
"Nhà Trắng, Lệnh điều hành - Danh sách sửa đổi các bệnh truyền nhiễm có thể kiểm dịch, ngày 31 tháng 7 năm 2014"
"Trung tâm kiểm soát dịch bệnh, Lệnh điều hành 13295: Danh sách sửa đổi các bệnh truyền nhiễm có thể kiểm dịch, ngày 1 tháng 8 năm 2014"
"Trung tâm kiểm soát dịch bệnh, câu hỏi và câu trả lời về Lệnh điều hành Bổ sung vi-rút cúm có khả năng đại dịch vào danh sách các bệnh có thể kiểm dịch, ngày 30 tháng 5 năm 2014"
"Liên minh Tự do Dân sự Hoa Kỳ, Chuẩn bị đại dịch: Nhu cầu về sức khỏe cộng đồng không phải là một thực thi pháp luật / cách tiếp cận an ninh quốc gia, tháng 1 năm 2008"
"Trung tâm kiểm soát dịch bệnh, Sốt xuất huyết Ebola, ngày 5 tháng 8 năm 2014"
"Trung tâm kiểm soát dịch bệnh, Cơ quan pháp lý về cách ly và cách ly, ngày 31 tháng 7 năm 2014"
"Trung tâm kiểm soát dịch bệnh, câu hỏi và câu trả lời trên Ebola, ngày 1 tháng 8 năm 2014"
"Trung tâm Kiểm soát Bệnh tật, Hội chứng Hô hấp Trung Đông (MERS), ngày 4 tháng 8 năm 2014"
"New York Times, Bác sĩ người Mỹ với Ebola đến Mỹ để điều trị, ngày 2 tháng 8 năm 2014"
"Trường Luật Đại học Cornell, Viện Thông tin Pháp lý, 42 Bộ luật Hoa Kỳ § 264 - Quy định kiểm soát các bệnh truyền nhiễm"
"Cuộc phỏng vấn qua email, Wendy Parmet, giáo sư luật, Trường Đại học Luật Đông Bắc, ngày 5 tháng 8 năm 2014"
"Cuộc phỏng vấn qua email, Benjamin N. Haynes, nhân viên báo chí cao cấp, Trung tâm kiểm soát dịch bệnh, ngày 5 tháng 8 năm 2014"
"Cuộc phỏng vấn qua email, Patrick Ventrell, phát ngôn viên, Hội đồng An ninh Quốc gia, ngày 5 tháng 8 năm 2014"
"Email và Phỏng vấn Jerry Henry, giám đốc điều hành, GeorgiaCarry.org, từ ngày 7 tháng 7 đến ngày 31 tháng 7 năm 2014."
"Georgia Public Broadcasting, ""Gun Bill: Một số thay đổi nhỏ, một số người lớn"", ngày 9 tháng 4 năm 2014."
Trang web Cops và Cross
Trang web Carl Chinn
"Đọc Eagle, ""Gunman giải phóng bốn con tin, sau đó đầu hàng"", ngày 3 tháng 5 năm 1996."
"Cuộc phỏng vấn qua email với Trung tâm Kiểm soát và Phòng ngừa Dịch bệnh, ngày 25 tháng 7 và ngày 29 tháng 7 năm 2014"
Trung tâm kiểm soát và báo cáo bạo lực bạo lực quốc gia của Trung tâm kiểm soát dịch bệnh
"Cuộc phỏng vấn qua email với Cục điều tra liên bang, ngày 29 tháng 7 năm 2014"
"Thư khiếu nại của Đại học Chicago cho Phó Tổng thống Joseph Biden, đã truy cập ngày 30 tháng 7 năm 2014"
"Thứ tự ngày 16 tháng 1 năm 2013 của Tổng thống Barack Obama, được truy cập vào ngày 31 tháng 7 năm 2014."
"Fox News, ""Colorado Church Gunman đã chống lại nhóm Christian, Cops nói,"" ngày 10 tháng 12 năm 2007"
"Atlanta Journal-Hiến pháp, ""Các nạn nhân chụp hình tang lễ được xác định,"" ngày 8 tháng 6 năm 2012."
"Atlanta Journal-Hiến pháp, ""Gia đình nạn nhân của Giáo hội bắn phá vỡ sự im lặng"", ngày 26 tháng 10 năm 2012."
"Cuộc phỏng vấn qua email với Carl Chin, ngày 30 tháng 7 năm 2014"
"Cuộc phỏng vấn với David Kopel, giám đốc nghiên cứu, Viện Độc lập, ngày 29 tháng 7 năm 2014."
"Phỏng vấn Clayton Cramer, giáo sư lịch sử phụ tá, Đại học Tây Idado, ngày 30 tháng 7 năm 2014."
"Chiếm dân chủ, phương tiện truyền thông xã hội meme, ngày 27 tháng 7 năm 2014"
"Cục điều tra dân số Hoa Kỳ, Công cụ tìm kiếm thông tin của Mỹ (Khảo sát cộng đồng người Mỹ dữ liệu năm năm cho năm 2012, tệp S1903, thu nhập trung bình và S1701, đói nghèo), được truy cập vào ngày 29 tháng 7 năm 2014"
"Hiệp hội quốc gia hạt, số hạt của nhà nước, truy cập ngày 29 tháng 7 năm 2014"
"PolitiFact Rhode Island, ""Nhóm ủng hộ dân chủ nói 9 trong số 10 bang nghèo nhất là đảng Cộng hòa,"" ngày 28 tháng 3 năm 2014"
"PolitiFact, ""đồ họa của chủ nghĩa xã hội chủ nghĩa Red State"" cho biết các nước dựa vào GOP có tỷ lệ đô la liên bang của sư tử, ""ngày 26 tháng 1 năm 2012"
"Cuộc phỏng vấn qua email với Al Cross, giám đốc Viện Báo chí nông thôn và các vấn đề cộng đồng tại Đại học Kentucky, ngày 29 tháng 7 năm 2014"
"Cuộc phỏng vấn qua email với Karen A. Woodrow-Lafield, giáo sư nghiên cứu tại Trung tâm Nghiên cứu Dân số của Đại học Maryland, ngày 29 tháng 7 năm 2014"
"Cuộc phỏng vấn qua email với Tom W. Smith, đồng nghiệp cao cấp tại NORC tại Đại học Chicago, ngày 29 tháng 7 năm 2014"
"Cuộc phỏng vấn qua email với Douglas Massey, giáo sư tại Văn phòng Nghiên cứu Dân số của Đại học Princeton, ngày 29 tháng 7 năm 2014"
"Phỏng vấn Allan Parnell, chủ tịch McMillan và Moss Research, Inc., ngày 29 tháng 7 năm 2014"
Bài đăng trên Facebook nhận được bởi PolitiFact vào tháng 7 năm 2014
"Noam Chomsky, ""Làm thế nào giáo dục cao hơn phải: Lao động học tập,"" trong tạp chí CounterPunch, 28 tháng hai-tháng ba. 2, 2014"
"Ban Dự trữ Liên bang, lời khai của Alan Greenspan trước Ủy ban Ngân hàng, Nhà ở và Đô thị Thượng viện, ngày 26 tháng 2 năm 1997"
"AlterNet, ""Noam Chomsky: Loại chủ nghĩa vô chính phủ tôi tin vào, và điều gì sai với người Libertarian,"" ngày 28 tháng 5 năm 2013"
"Đánh giá sách New York Times, ""Greenspan nhún vai"", ngày 14 tháng 10 năm 2007"
"Cuộc phỏng vấn qua email với Noam Chomsky, giáo sư ngôn ngữ học danh dự tại Viện Công nghệ Massachusetts, ngày 14 tháng 10 năm 2007"
"The Patriot miễn phí, ""chính quyền Obama kiện công ty Wisconsin vì buộc nhân viên nói tiếng Anh"", ngày 04 tháng 7 năm 2014"
"Thông cáo báo chí Cơ hội việc làm bình đẳng của Hoa Kỳ, ngày 9 tháng 6 năm 2014"
"The Green Bay Press Gazette, ""Vụ kiện phân biệt đối xử chống lại Ashwaubenon dựa trên Wisconsin Plastics,"" ngày 10 tháng 6 năm 2014"
"Người gọi hàng ngày, ""Fed kiện công ty Wisconsin vì yêu cầu nhân viên nói tiếng Anh"", ngày 3 tháng 7 năm 2014"
"Judicial Watch, ""Hoa Kỳ kiện công ty Mỹ yêu cầu nhân viên nói tiếng Anh"", ngày 3 tháng 7 năm 2014"
"Rightwingnews, ""Feds kiện quận vì yêu cầu nhân viên nói tiếng Anh"", ngày 2 tháng 7 năm 2014"
"Fox và bạn bè, ""Chính phủ kiện công ty nhỏ cho bắn công nhân kỹ năng tiếng Anh nghèo,"" ngày 03 tháng 7 năm 2014"
"Cuộc phỏng vấn qua điện thoại, Cesar del Peral, luật sư, Ủy ban Cơ hội việc làm bình đẳng Hoa Kỳ, ngày 6 tháng 7 năm 2014."
"Email, John Hendrickson, luật sư khu vực, Ủy ban Cơ hội việc làm bình đẳng của Hoa Kỳ, ngày 8 tháng 7 năm 2014."
"Tuyên bố phương tiện truyền thông Wisconsin Plastics, Inc., ngày 2 tháng 7 năm 2014"
"Vụ kiện, Ủy ban Cơ hội việc làm bình đẳng của Hoa Kỳ so với Nhựa Wisconsin, ngày 9 tháng 6 năm 2014"
"Bên ngoài vành đai, Bắc Triều Tiên đang nói với công dân của họ rằng đội của họ đang ở trong trận chung kết World Cup, ngày 12 tháng 7 năm 2014"
"Hàn Quốc Tin tức sao lưu, Bắc Triều Tiên thắng vòng bảng trên World Cup, ngày 12 tháng 7 năm 2014"
"Metro, Mad spoof ‘cho thấy nhóm phương tiện truyền thông Bắc Hàn nói với người hâm mộ đã đến trận chung kết World Cup, ngày 12 tháng 7 năm 2014"
"Độc lập, người dùng YouTube bị lừa đảo bởi tin phát sóng giả mạo thông báo rằng Bắc Triều Tiên đã thực hiện trận chung kết World Cup, ngày 13 tháng 7 năm 2014"
"FIFA, Korea DPR record"
"Newsweek, Đội bóng đá Bắc Triều Tiên bị trừng phạt vì thất bại World Cup, ngày 30 tháng 7 năm 2010"
"Agence France Presse, năng lực chơi gôn được báo cáo của Kim Jong-il - năm lỗ trong một, ngày 14 tháng 10 năm 1994, được truy cập thông qua Nexis"
"Bài đăng New York, cuộc bỏ phiếu ""duffer"" của Hàn Quốc chuyển sang 61, ngày 16 tháng 2 năm 2003, được truy cập qua Nexis"
"Ottawa Citizen, Sunny day for N. Nhà độc tài Hàn Quốc: Gushing tributes tributes ca ngợi Kim Jong Il là ""mặt trời của thế kỷ 21"", ngày 17 tháng 2 năm 2004, truy cập thông qua Nexus"
"Ngôi sao Toronto, Kim Jong-Il đã từng đạt 38 điểm dưới mệnh giá tại sân golf Pyongyang, ngày 19 tháng 12 năm 2011"
"Cybergolf.com, Kỷ lục chấm điểm chơi gôn toàn thời gian đi cùng với cái chết của Kim Jong il, tháng 12 năm 2011"
"Cuộc phỏng vấn qua email, Christopher Anderson, giáo sư chính phủ, Đại học Cornell, ngày 16 tháng 7 năm 2014"
"Phỏng vấn, Stephen Epstein, giám đốc, Trường Ngôn ngữ và Văn hóa, Đại học Victoria Wellington, ngày 16 tháng 7 năm 2014"
Phương tiện truyền thông xã hội meme nhận được bởi PolitiFact ngày 15 tháng 7 năm 2014
"Los Angeles Times, ""Dick Cheney hủy chuyến đi đến Canada, nói rằng nó quá nguy hiểm"", ngày 13 tháng 3 năm 2012"
"Tin CBC, ""chuyến thăm Vancouver của Dick Cheney gây ra phản đối,"" ngày 26 tháng 9 năm 2011"
"Tin CBC, ""bài phát biểu của Tổng thống Bush đột ngột bị hủy bỏ,"" ngày 15 tháng 9 năm 2011"
"Tin CBC, ""George W. Bush thu hút những người biểu tình ở ngoại hình B.C.,"" ngày 20 tháng 10 năm 2011"
"The Guardian, ""George Bush gọi chuyến đi đến Thụy Sĩ,"" ngày 6 tháng 2 năm 2011"
"Der Spiegel, ""Muốn tội ác chiến tranh: Vụ kiện Rumsfeld xáo trộn các nhà chức trách Đức,"" 26 tháng 3 năm 2007"
"Quỹ Clinton Bush Haiti, video của George W. Bush tại Haiti, truy cập ngày 16 tháng 7 năm 2014"
"Washington Post, ""Bush không có nguy cơ bị bắt giữ ở châu Âu, các chuyên gia nói,"" ngày 8 tháng 2 năm 2011"
"The Guardian, ""Bộ trưởng Israel Tzipi Livni đã miễn trừ ngoại giao cho chuyến thăm Anh,"" ngày 13 tháng 5 năm 2014"
"Ha'aretz, ""Phó Thủ tướng hành chính hủy bỏ chuyến thăm London sau vụ kiện về vụ kiện"", ngày 1 tháng 11 năm 2010"
"Cuộc phỏng vấn qua email với Theodore R. Bromund, nghiên cứu viên cao cấp tại Heritage Foundation, ngày 16 tháng 7 năm 2014"
"Cuộc phỏng vấn qua email với Brett Schaefer, nghiên cứu viên cao cấp tại Heritage Foundation, ngày 16 tháng 7 năm 2014"
"Cuộc phỏng vấn qua email với Anthony Clark Arend, giáo sư chính phủ và dịch vụ nước ngoài của Đại học Georgetown, ngày 16 tháng 7 năm 2014"
"Cuộc phỏng vấn qua email với Steven R. Ratner, giáo sư luật Đại học Michigan, ngày 16 tháng 7 năm 2014"
"Phỏng vấn Paul Schabas, đối tác tại Blake, Cassels & Graydon LLP, ngày 10 tháng 7 năm 2014"
"Phỏng vấn Brian Rogers, người tranh tụng tại Wardle, Daley, Bernstein, LLP, ngày 10 tháng 7 năm 2014"
"Phỏng vấn Janet Alshouse, Phó chủ tịch cấp cao về phân phối quốc tế tại Fox News, ngày 11 tháng 7 năm 2014"
"Cuộc phỏng vấn với Eric Rancourt, phát ngôn viên của Ủy ban viễn thông và phát thanh truyền hình Canada, ngày 11 tháng 7 năm 2014"
"Cuộc phỏng vấn với Sheehan Carter, quản lý cấp cao của các hoạt động truyền hình tại Ủy ban viễn thông và phát thanh truyền hình Canada, ngày 11 tháng 7 năm 2014"
"Snopes, Canadian Fox, ngày 7 tháng 1 năm 2014"
"Huffington Post, các nhà quản lý từ chối đề xuất sẽ mang tin tức về phong cách Fox đến Canada, ngày 28 tháng 2 năm 2011"
"Ủy ban viễn thông và phát thanh truyền hình Canada, Chính sách điều tiết phát sóng 2011-308, ngày 11 tháng 5 năm 2011"
"Ủy ban viễn thông và phát thanh truyền hình Canada, Thông báo phát thanh công cộng 2004-88, ngày 18 tháng 11 năm 2004"
"Ủy ban viễn thông và phát thanh truyền hình Canada, Thông báo phát sóng công cộng 2004-51, ngày 15 tháng 7 năm 2004"
"Ủy ban viễn thông và phát thanh truyền hình Canada, Thư ủy ban, ngày 7 tháng 11 năm 2003"
"Fox News, Hating America, ngày 9 tháng 7 năm 2004"
"Fox News, ở đâu trên thế giới là Fox, ngày 1 tháng 3 năm 2011"
"Lexum, Thẩm phán Tòa án tối cao: R so với Zundel, ngày 27 tháng 8 năm 1992"
"Bưu điện quốc gia, sẽ ra tòa với Ernst Zündel, ngày 21 tháng 2 năm 2014"
"Tin CBC, CRTC chấp thuận tin tức Fox cho Canada, ngày 18 tháng 11 năm 2004"
"theuspatriot.com, ""BREAKING: Báo cáo tuần hoàn rằng công lý John Roberts đã ký vào vụ bắt giữ của Obama vì tội phản quốc"", ngày 1 tháng 5 năm 2014"
"Breitbart.com, ""Độc quyền - Sarah Palin:"" Đã đến lúc phải hành động ""Tổng thống Obama,"" ngày 8 tháng 7 năm 2014"
