Văn bản của Đạo luật Bảo vệ Bệnh nhân và Chăm sóc Giá cả Phải chăng
"Phỏng vấn, cựu luật sư Hoa Kỳ Jeffrey Sloman, ngày 16-17 tháng 6 năm 2011"
"Phỏng vấn, giáo sư luật Đại học Nova Southeastern Bob Jarvis, ngày 15-17 tháng 6 năm 2011"
"Phỏng vấn, Giáo sư Luật Đại học Miami Michael Froomkin, 15-17 tháng 6, 2011"
"Phỏng vấn, Giáo sư Luật Đại học Georgetown, Randy Barnett, 15-17 tháng 6, 2011"
"Blog PowerLine, ""So sánh và tương phản"", ngày 2 tháng 5 năm 2011"
"Nancy Pelosi, bản sao của một cuộc họp báo, ngày 7 tháng 9 năm 2006 (truy cập qua Lexis-Nexis)"
"Nancy Pelosi, ""Tuyên bố của Pelosi về Thông báo của Tổng thống Obama về Osama bin Laden,"" ngày 1 tháng 5 năm 2011"
"Cuộc phỏng vấn với Nadeam Elshami, người phát ngôn của Lãnh đạo thiểu số nhà Nancy Pelosi, ngày 5 tháng 5 năm 2011"
"Ủy ban ngân sách nhà ở Hoa Kỳ, ""Quyết định ngân sách của Thịnh vượng để thịnh vượng"" năm 2012, ngày 5 tháng 4 năm 2011"
"MoveOn.org, e-mail cho các thành viên, ngày 6 tháng 4 năm 2011"
"Milwaukee Journal Sentinel, ""Kế hoạch của Ryan sẽ định hình lại chính phủ liên bang,"" ngày 5 tháng 4 năm 2011"
"YouTube.com, American United cho Changevideo ""The GOP, bảo hiểm lớn sau Medicare của bạn"", ngày 5 tháng 4 năm 2011"
"PolitiFact.com, ""American United for Change nói Eric Cantor muốn bãi bỏ an sinh xã hội và Medicare,"" ngày 1 tháng 4 năm 2011"
"Cuộc phỏng vấn qua email, giáo sư chính sách công của Đại học Georgetown và phó chủ tịch của Heritage Foundation cho các nghiên cứu chính sách kinh tế và trong nước Stuart Butler, ngày 6 tháng 4 năm 2011"
"Cuộc phỏng vấn qua email, giáo sư tài chính chăm sóc sức khỏe của Đại học Minnesota, Stephen Parente, ngày 6 tháng 4 năm 2011"
"Cuộc phỏng vấn qua email, giáo sư kinh tế chăm sóc sức khỏe của Đại học Princeton Uwe Reinhardt, ngày 6 tháng 4 năm 2011"
"Cuộc phỏng vấn qua email, đồng nghiệp chính sách chăm sóc sức khỏe của Viện Doanh nghiệp Mỹ Tom Miller, ngày 6 tháng 4 năm 2011"
"Cuộc phỏng vấn qua email, người phát ngôn của Paul Ryan, Conor Sweeney, ngày 6 tháng 4 năm 2011"
"Cuộc phỏng vấn qua email, người phát ngôn của MoveOn.org, Douglas Gordon, ngày 6 tháng 4 năm 2011"
"New York Times, ""Một tầm nhìn bảo thủ với rủi ro lưỡng đảng,"" ngày 5 tháng 4 năm 2011"
"Văn phòng Ngân sách Quốc hội, phân tích ""Con đường dẫn đến thịnh vượng"", ngày 5 tháng 4 năm 2011"
"Hoa Kỳ Đại diện Chris Van Hollen, phát hành tin tức, ngày 5 tháng 4 năm 2011"
"Time.com, blog Swampland, ngày 6 tháng 4 năm 2011"
"Gia đình Hoa Kỳ, phát hành tin tức, ngày 5 tháng 4 năm 2011"
"Trung tâm ưu tiên ngân sách và chính sách, bài viết về đề xuất ngân sách của Ryan, ngày 7 tháng 4 năm 2011"
"Trung tâm Dịch vụ Medicare và Medicaid, trang Tổng quan"
"Medicare.gov, trang Trợ cấp Medicare"
"WorldNetDaily, Thiếu: 1,3 tỷ USD tiền của người đóng thuế, ngày 3 tháng 7 năm 2010"
"Dịch vụ Tin tức của Scripps Howard, Kết thúc tài trợ liên bang cho Kế hoạch làm cha mẹ ?, ngày 10 tháng 3 năm 2011"
"Văn phòng Trách nhiệm Chính phủ Hoa Kỳ, Quỹ Liên bang: Năm tài chính 2002-2009 Nghĩa vụ, Giải ngân và Chi tiêu cho các Tổ chức được Chọn tham gia vào các hoạt động liên quan đến sức khỏe, ngày 28 tháng 5 năm 2010"
"The Washington Times, Diller: Hàng triệu năm mất tích của Parenthood Planned, 18 tháng 6, 2010"
"Dừng kế hoạch làm cha mẹ, thống kê và phân tích - Chính phủ, ngày 25 tháng 3 năm 2011"
E-mail phỏng vấn với Tait Sye của Planned Parenthood
Cuộc phỏng vấn qua email với nhà báo Ben Boychuk
"Dân biểu Pete Olson, Olson: Báo cáo GAO gần $ 1 tỷ đô la tiền thuế cho những người ủng hộ phá thai, ngày 2 tháng 7 năm 2010"
"Kế hoạch làm cha mẹ, Báo cáo thường niên, 2008 - 2009"
"Kế hoạch làm cha mẹ, Báo cáo thường niên, 2007 - 2008"
"Kế hoạch làm cha mẹ, Báo cáo thường niên, 2006 - 2007"
"Guidestar, Liên đoàn làm cha mẹ kế hoạch của Mỹ, thông tin tài chính, 1998 - 2009"
"Hóa đơn ngân sách nhà nước, sửa đổi Điều lệ 174.13"
"Điều lệ Nhà nước, luật hiện hành về chó"
"Wisconsin Humane Society, tin đồn về ngân sách của tiểu bang Wisconsin, ngày 6 tháng 3 năm 2011"
"Milwaukee Journal Sentinel, Trường Cao đẳng Y tế kết thúc sử dụng lợn sống trong phòng thí nghiệm, ngày 26 tháng 2 năm 2010"
"Cuộc phỏng vấn với Lori Fowler, chủ sở hữu, Wisconsin Dog Rescue, ngày 8 tháng 3 năm 2011"
"Cuộc phỏng vấn với J.L. McDowell, giám sát viên lĩnh vực, Ủy ban kiểm soát động vật khu vực Milwaukee, ngày 7 tháng 3 năm 2011"
"Phỏng vấn Anne Reed, giám đốc điều hành, Wisconsin Humane Society, ngày 7 tháng 3 năm 2011"
"Phỏng vấn Richard Katschke, phó chủ tịch phụ trách các vấn đề công cộng, Đại học Y Wisconsin, ngày 7 tháng 3 năm 2011"
"Phỏng vấn John J. Pippin, cố vấn y khoa và nghiên cứu cấp cao, Ủy ban Bác sĩ về Y học có trách nhiệm, ngày 7 tháng 3 năm 2011"
"Wisconsin Dog Rescue, trang web, truy cập ngày 7 tháng 3 năm 2011"
"Phỏng vấn Eric Sandgren, giám đốc, Trung tâm Tài nguyên Nghiên cứu Động vật UW, ngày 7 tháng 3 năm 2011"
"Phỏng vấn Jim Lilli, giám đốc điều hành, Dunn County Humane Society, ngày 7 tháng 3 năm 2011"
Nhân viên Văn phòng Tham khảo Lập pháp Wisconsin
"Văn phòng Trách nhiệm Chính phủ, ""Premium Class Travel: Điểm yếu Kiểm soát Nội bộ của Chính phủ đã dẫn đến việc sử dụng lớp cao cấp không đúng và lạm dụng"", tháng 9 năm 2007"
"Brian Riedl, ""Những người chi tiêu của Quốc hội bỏ qua việc làm sâu thêm chất thải của chính phủ"" (op-ed), ngày 25 tháng 11 năm 2011"
"Cuộc phỏng vấn qua email với Brian Riedl, đồng nghiệp tại Tổ chức Di sản, ngày 18 tháng 1 năm 2010"
"Nhiều bài đăng trên blog và Internet, bao gồm cả Techdirt, ""19 thượng nghị sĩ đã bỏ phiếu kiểm duyệt Internet,"" ngày 18 tháng 11 năm 2010"
"Wired.com, ""Dự luật kiểm duyệt web thông qua Ủy ban Thượng viện,"" ngày 18 tháng 11 năm 2010"
"Chống lại Đạo luật về vi phạm và giả mạo trực tuyến, Dự luật Thượng viện 3804, được giới thiệu ngày 20 tháng 9 năm 2010, đã thông qua Ủy ban tư pháp ngày 18 tháng 11 năm 2010"
"Thư của các giáo sư luật đối lập với S3804, có 49 giáo sư luật"
"Ủy ban Tư pháp Thượng viện Hoa Kỳ thông cáo báo chí, ""Ủy ban Tư pháp tiến hành dự luật lưỡng đảng để chống vi phạm bản quyền và hàng giả"", truy cập ngày 8 tháng 12 năm 2010"
"The Hill, bình luận của Thượng nghị sĩ Patrick Leahy, D-VT, ""Đặt một điểm dừng cho bọn tội phạm trực tuyến"", ngày 7 tháng 12 năm 2010"
"Phỏng vấn, Michael Risch, Phó giáo sư Luật trường Villanova, ngày 7 tháng 12 năm 2010"
"Phỏng vấn, David L. Hudson Jr., một học giả tại Trung tâm sửa đổi đầu tiên tại Đại học Vanderbilt, ngày 7 tháng 12 năm 2010"
"Phỏng vấn, Zoe Argento, trợ lý giáo sư, Trường Luật Roger Williams, ngày 8 tháng 12 năm 2010"
"ConservativeActionAlerts.com, Thông điệp từ RightMarch.com thúc giục Quốc hội từ chối Đạo luật DREAM"
"Thư viện Quốc hội, Phát triển, Cứu trợ và Giáo dục dành cho Người chưa thành niên hành động của năm 2010, được giới thiệu ngày 22 tháng 9 năm 2010"
"Thư viện Quốc hội, Phát triển, Cứu trợ và Giáo dục cho Đạo luật Người chưa thành niên dành cho Người nước ngoài năm 2009, giới thiệu ngày 26 tháng 3 năm 2009"
"Viện chính sách di cư, ""DREAM so với thực tế: Phân tích các đối tượng hưởng lợi tiềm năng của DREAM,"" của Jeanne Batalova và Margie McHugh, tháng 7 năm 2010"
"Phỏng vấn Steven Camarota, giám đốc nghiên cứu tại Trung tâm Nghiên cứu Nhập cư, ngày 2 tháng 12 năm 2010"
"Phỏng vấn Marc Rosenblum, một nhà phân tích chính sách cao cấp tại Viện Chính sách Di cư, ngày 2 tháng 12 năm 2010"
"Thomas, Đạo luật hiện đại hóa an toàn thực phẩm của FDA, được truy cập vào ngày 30 tháng 11 năm 2010"
"Văn phòng Ngân sách Quốc hội, Ước tính chi phí cho S 510, được truy cập vào ngày 30 tháng 11 năm 2010"
"Trung tâm quốc gia về bệnh truyền nhiễm, bệnh liên quan đến thực phẩm, được truy cập vào ngày 1 tháng 12 năm 2010"
"Thượng nghị sĩ Jon Tester, Thượng viện áp đảo vượt qua Dự luật an toàn thực phẩm với sửa đổi của Tester, ngày 30 tháng 11 năm 2010"
"McClatchy Báo chí, Nhà bỏ phiếu dự kiến ​​trong tuần này về hóa đơn an toàn thực phẩm, ngày 27 tháng 7 năm 2009"
"Billings Gazette, phiếu bầu hóa đơn an toàn thực phẩm bị trì hoãn, ngày 18 tháng 11 năm 2010"
"USA Today, Foodmakers ủng hộ 1,4 tỷ USD hóa đơn an toàn thực phẩm, 29/11/2010"
"Grist, Rủi ro, vi khuẩn và bi kịch về cải cách an toàn thực phẩm, ngày 29 tháng 11 năm 2010"
"Michael Pollan và Eric Schlosser, Cuộc chiến thực phẩm cũ (New York Times op-ed), ngày 28 tháng 11 năm 2010"
"Liên minh Người tiêu dùng, thư gửi Thượng viện ủng hộ dự luật an toàn thực phẩm, ngày 29 tháng 11 năm 2010"
"Liên minh người tiêu dùng, bản phát hành an toàn thực phẩm, các ngày khác nhau"
"Hiệp hội làm vườn quốc gia, Nghiên cứu thị trường vườn"
"Trung tâm Khoa học vì lợi ích công cộng, Hóa đơn an toàn thực phẩm lịch sử Clears Thượng viện, ngày 30 tháng 11 năm 2010"
"Cuộc phỏng vấn qua email với Scott Openshaw, giám đốc truyền thông cho Hiệp hội các nhà sản xuất hàng tạp hóa"
"E-mail phỏng vấn với David Plunkett, luật sư nhân viên cao cấp về an toàn thực phẩm tại Trung tâm Khoa học vì lợi ích công cộng"
"Cuộc phỏng vấn qua email với Kevin Bishop, người phát ngôn của Lindsey Graham, ngày 8 tháng 9 năm 2010"
"Tìm kiếm Twitter ""Lindsey Graham"""
"Trang Twitter, Amanda Terkel"
"Báo cáo Nhà Trắng, Bảng điểm, ngày 11 tháng 8 năm 2010"
"Báo cáo Nhà Trắng, Video, ngày 11 tháng 8 năm 2010"
"Slate, ""Nathan Deal: Exhibit A of Why Birtherism không phải là một kẻ giết người nghề nghiệp,"" ngày 11 tháng 8 năm 2010"
"Sáng tạo Loafing, ""Nhà trắng tát Nathan Deal xung quanh,"" ngày 12 tháng 8 năm 2010"
"Bản ghi nhớ điểm nói, ""Biết người sinh đảng Cộng hòa của bạn: Pols đã nhúng một ngón chân vào hồ bơi Birther?"","
"The Atlanta Journal-Hiến pháp, ""Đối phó với bài kiểm tra Obama khi sinh,"" ngày 7 tháng 11 năm 2009"
"The Atlanta Journal-Hiến pháp, ""Deal tham gia yêu cầu giải quyết câu hỏi birther,"" ngày 8 tháng 11 năm 2009"
"Bài đăng & Email, ""Thử thách thỏa thuận của Obama đủ điều kiện"", ngày 5 tháng 1 năm 2010"
"The Atlanta Journal-Constitution, blog Chính trị nội bộ, ""Nhà Trắng xác nhận đã nhận được thư mời Nathan Deal về nơi sinh của Barack Obama,"" ngày 8 tháng 1 năm 2010"
"PolitiFact.com, ""Giấy khai sinh của Obama: Chương cuối cùng,"" ngày 27 tháng 6 năm 2008"
"Factcheck.org, ""Sinh ra tại Hoa Kỳ,"" ngày 21 tháng 8 năm 2008"
"Firedoglake.com ""Birthers, Part Deux: Cộng hòa chia,"" ngày 29 tháng 7 năm 2009"
"YouTube.com, ""Obama bỏ qua lá thư của Đại hội Nathan Nathan của Đại hội - Giấy khai sinh của ông Obama,"" ngày 10 tháng 2 năm 2010"
"Athens Banner-Herald, ""kẻ thù gubernatorial GOP đối mặt trong cuộc tranh luận,"" ngày 20 tháng 1 năm 2010"
"FoxNews.com, ""Ứng cử viên giả thuyết Echo lý thuyết của người sinh, 9/11 Truthers"", ngày 12 tháng 2 năm 2010"
"Phỏng vấn, Brian Robinson, phát ngôn viên, Nathan Deal for Governor, ngày 17 tháng 8 năm 2010"
"Phỏng vấn, Mike Stark, blogger, www.starkreports.com, ngày 18 tháng 8 năm 2010"
"Morning Sentinel, Nhà du hành lang thang trong Nhà Trắng, bởi Rebekah Metzler, ngày 17 tháng 7 năm 2010"
"Diễn đàn Publius, Noblesse Oblige: Con chó của Obama có chiếc máy bay riêng trong chuyến đi nghỉ, bởi Warner Todd Huston, ngày 17 tháng 7 năm 2010"
"Snopes, Dog Daze, ngày 18 tháng 7 năm 2010"
"Michelle Malkin, Just Plane Crazy: Chó của Obama bị ruồng bỏ trên chiếc máy bay riêng biệt, bởi Doug Powers, ngày 17 tháng 7 năm 2010"
"Trầm tích chủ nghĩa siêu thực, Dog Bo đầu tiên bay đến Maine trong máy bay riêng của mình, ngày 17 tháng 7 năm 2010"
"FireAndreaMitchell.com, Obama chó BO được máy bay phản lực riêng của riêng mình để đưa anh ta đến Maine, ngày 17 tháng 7 năm 2010"
"The Blogmocracy, con chó của Obama ""Bo"" đã bay trên một chiếc máy bay riêng ""Không quân"" nhỏ tới Maine trước khi gia tộc Obamas đến, ngày 18 tháng 7 năm 2010"
"Tin tức Blog thực sự, Tin hay không: Con chó của Obama bay đến Maine trên chiếc máy bay riêng của mình, bởi M. Catharine Evans, ngày 18 tháng 7 năm 2010"
"Wild 94,1 Hits & Hip Hop, ""Đó có phải là Barack Obama trong 'Whoomp There It Is' Video?"" Ngày 7 tháng 6 năm 2010."
"The Something Awful, ""Barack và Michelle Obama trong một video rap từ năm 1993,"" ngày 6 tháng 3 năm 2010."
"Tha Corner, ""Obama tìm thấy trong video năm 1993 cho"" Whoomp There It Is !! ""ngày 03 tháng 6 năm 2010."
"Gawker, ""Có phải Barack Obama trong video năm 1993 cho 'Whoomp (Có Nó?)'"" Ngày 5 tháng 6 năm 2010."
"The Huffington Post, ""Có phải Obama trong đầu những năm 90 Rap Video không?"" Ngày 7 tháng 6 năm 2010."
"Tennessee Sons of Liberty, ""Obama thực hiện Cameo vào năm 1993 Rap Video?!?"" Ngày 3 tháng 6 năm 2010."
"Cuộc phỏng vấn qua điện thoại, DC Brain Supreme, ngày 8 tháng 6 năm 2010."
"Cuộc phỏng vấn qua điện thoại, Mark Watson, chủ tịch DM Records, ngày 8 tháng 6 năm 2010."
"Phỏng vấn qua điện thoại, Judd Miner Miner, công ty luật Barnhill và Galland ở Chicago, ngày 8 tháng 6 năm 2010."
"Cuộc phỏng vấn qua email, Kate Bedingfield, phát ngôn viên Nhà Trắng, ngày 8 tháng 6 năm 2010."
"YouTube.com, On Guard - VoteVets.org Quảng cáo về sự cố tràn dầu, ngày 26 tháng 5 năm 2010"
"VoteVets.org, thông cáo báo chí: ""Quảng cáo đầu tiên buộc tràn dầu vùng Vịnh với an ninh quốc gia, được khởi xướng bởi các cựu chiến binh với $ 1,5 triệu quảng cáo mua"", ngày 27 tháng 5 năm 2010"
"Hội đồng bảo vệ tài nguyên thiên nhiên, một Bargain năng lượng sạch, tháng 12 năm 2009"
"Trang web của Thượng nghị sĩ John Kerry, Tóm tắt ngắn: Đạo luật quyền lực Hoa Kỳ"
"Trang web của Thượng nghị sĩ John Kerry, Văn bản của Đạo luật quyền lực Hoa Kỳ"
"Trang web của Thượng nghị sĩ John Kerry, Đạo luật quyền lực Hoa Kỳ: Giảm sự phụ thuộc vào dầu mỏ nước ngoài của chúng tôi"
"Hội đồng bảo vệ tài nguyên thiên nhiên, blog của Dan Lashof, ""Làm thế nào để toàn diện năng lượng sạch và luật pháp khí hậu chuyển chúng ta ra ngoài dầu mỏ?"", Ngày 10 tháng 5 năm 2010"
"Cơ quan bảo vệ môi trường, ""Phân tích EPA về các kịch bản giảm khí nhà kính và khí nhà kính,"" ngày 10 tháng 2 năm 2010"
"Quản lý thông tin năng lượng Mỹ, thị trường năng lượng và tác động kinh tế của H.R. 2454, Đạo luật an ninh và năng lượng sạch của Mỹ năm 2009, ngày 4 tháng 8 năm 2009"
"Ủy ban Quốc gia Dân chủ, Evan Wolf cho Nhà nước"
"Phỏng vấn Daniel Lashof, Giám đốc Trung tâm Khí hậu NRDC, ngày 2 tháng 6 năm 2010"
"Cuộc phỏng vấn với Jonathan Cogan, người phát ngôn của Cục quản lý thông tin năng lượng Hoa Kỳ, ngày 2 tháng 6 năm 2010"
"Tin tức ABC, Độc quyền: Việc làm 'Đã lưu hoặc Tạo' trong các Khu Quốc hội Không tồn tại, ngày 16 tháng 11 năm 2009"
"Recovery.gov, Grants - Tóm tắt giải thưởng - Cơ quan nhà ở Hialeah, được truy cập vào ngày 18 tháng 11 năm 2009"
"ABC News, Key House Dem Muốn trả lời về lỗi Recovery.gov, ngày 17 tháng 11 năm 2009"
Hialeah Housing Authority
Cuộc phỏng vấn với Gustavo Blazquez của Greystroke Construction
"Văn phòng trách nhiệm giải trình của Chính phủ Hoa Kỳ, qua Washington Post, Dữ liệu công việc được báo cáo của người nhận cung cấp một số thông tin chi tiết về việc sử dụng tài trợ của Đạo luật khôi phục nhưng chất lượng dữ liệu và báo cáo cần chú ý, tháng 11 năm 2009"
"ProPublica, Có phải các chỉ trích của Chính sách về kích thích của Chính phủ không? , Ngày 19 tháng 11 năm 2009"
"ProPublica, Hướng dẫn không chính thức của ProPublica về Recovery.gov, ngày 30 tháng 10 năm 2009"
"Washington Post, Kiểm toán viên nâng cao những nghi ngờ về số lượng kích thích, nhưng hy vọng dữ liệu sẽ cải thiện, ngày 19 tháng 11 năm 2009"
"Trách nhiệm giải trình và Ban minh bạch, Ban phục hồi sửa lỗi các lỗi của Quốc hội được xác định bởi OMB, ngày 18 tháng 11 năm 2009"
"Trang web Nhà Trắng, Kiểm tra thực tế: Công việc rất thực mà Đạo luật phục hồi đang hỗ trợ, ngày 19 tháng 11 năm 2009"
"Brian Lancaster (bút danh cho Matthew Avitabile), ""Obama College Thesis:"" Hiến pháp là Inherently Flawed ""(bài đăng blog tại Jumping trong hồ bơi), ngày 25 tháng 8 năm 2009"
"Michael Ledeen, ""Obama và Hiến pháp; Anh ấy có nghi ngờ của mình"" (bài đăng trên blog tại Pajamas Media), ngày 21 tháng 10 năm 2009"
"Michael Ledeen, ""The Obama"" luận án ""hoax"" (bài đăng trên blog tại Pajamas Media), ngày 23 tháng 10 năm 2009,"
"Rush Limbaugh, ""Khinh bỉ Hiến pháp của Obama: Chúng tôi biết anh ấy nghĩ nó, phải không?"" (bản sao của chương trình phát thanh), ngày 23 tháng 10 năm 2009"
"Joe Klein, ""Vô nghĩa"" (bài đăng trên blog tại Swampland), ngày 23 tháng 10 năm 2009"
"Meredith Jessup, ""Đề tài Obama = Tuyên ngôn Cộng sản, Phần Deux"" (bài đăng trên blog tại TownHall.com), ngày 23 tháng 10 năm 2009"
"Meredith Jessup, ""Bài phát biểu của ông Obama"" được phát hiện ra ""một bài thơ"" (bài đăng trên blog tại TownHall.com), ngày 23 tháng 10 năm 2009"
"Carol Platt Liebau, ""Có phải Joke trên tổng thống không?"" (bài đăng trên blog tại TownHall.com), ngày 25 tháng 10 năm 2009"
"Jim Popkin, đăng tại blog nền sâu của MSNBC, ngày 24 tháng 7 năm 2008,"
"Janny Scott, ""Tài khoản của Obama của New York năm thường khác với những gì người khác nói,"" New York Times, ngày 30 tháng 10 năm 2007, truy cập thông qua Nexis"
"Village Voice, ""Fake Nhưng chính xác: Obama 'Thesis' Proves của ông Treason Ngay cả sau khi nó Debunked,"" ngày 26 tháng 10 năm 2009"
"Tin tức hàng ngày New York, ""Limbaugh rơi vào cuộc tranh luận luận án của Obama - nhưng không vội vàng xin lỗi"", ngày 25 tháng 10 năm 2009"
"Phỏng vấn Michael Baron, cựu giáo sư của Barack Obama, ngày 26 tháng 10 năm 2009"
"Phỏng vấn Matthew Avitabile, blogger tại Jumping in Pools, 26/10/2009"
"Meredith Jessup, ""ObamaCare Tampon Tax Out, Mommy Tax In"", bài đăng trên blog tại TownHall.com, ngày 7 tháng 10 năm 2009"
"Amanda Carpenter, ""Thuế mới của mẹ"", bài đăng trên blog của tờ Washington Times, ngày 7 tháng 10 năm 2009"
"Cục Quản lý Thực phẩm và Dược phẩm, trang tìm kiếm phân loại thiết bị y tế, được truy cập vào ngày 7 tháng 10 năm 2009"
"Cục Quản lý Thực phẩm và Dược phẩm, ""Tìm hiểu xem trang web y tế đã bị xóa bởi FDA để tiếp thị"", truy cập ngày 8 tháng 10 năm 2009"
"Thomas Barthold (Chánh văn phòng, Ủy ban về Thuế), lời khai trước Ủy ban Tài chính Thượng viện, ngày 22 tháng 9 năm 2009"
"Associated Press, ""Bao cao su, kính áp tròng được che chắn từ thuế"", ngày 22 tháng 9 năm 2009"
"Quốc hội hàng quý, ""Thượng viện Tài chính kết thúc tốt đẹp công việc về hóa đơn chăm sóc sức khỏe, bỏ phiếu cuối cùng vào tuần tới,"" ngày 2 tháng 10 năm 2009"
"New York Times, ""Thiết kế lại bao cao su nên phụ nữ sẽ sử dụng nó"", ngày 13 tháng 11 năm 2007"
"Quang hợp, truy cập ngày 6 tháng 10 năm 2009"
"Cơ quan Bảo vệ Môi trường, EPA Tìm khí nhà kính Đưa ra mối đe dọa đối với sức khỏe cộng đồng, Phúc lợi / Phát hiện đề xuất được đưa ra để đáp ứng với phán quyết của tòa án tối cao năm 2007, ngày 17 tháng 4 năm 2009"
"Wall Street Journal, Hoa Kỳ về sự thay đổi lịch sử về CO2, bởi Jonathan Weisman và Siobhan Hughes, ngày 18 tháng 4 năm 2009"
"Xem xét quốc gia trực tuyến, Thêm Carbon Dioxide, Xin vui lòng, bởi Roy Spencer, ngày 01 tháng 5 năm 2008"
"Nhà khoa học mới, CO2: Không đếm trên cây, ngày 27 tháng 10 năm 2009, bởi Douglas Fox"
"Khoa học hàng ngày, Biến đổi khí hậu bất ngờ: Mức độ carbon dioxide cao có thể làm chậm tăng trưởng thực vật, nghiên cứu tiết lộ, ngày 6 tháng 12 năm 2002"
"CRA International, Tác động đến nền kinh tế của Đạo luật an ninh và năng lượng sạch của Mỹ năm 2009, đã truy cập vào ngày 5 tháng 10 năm 2009"
"Phòng Thương mại Quốc gia Đen, Chủ tịch Harry Alford: Pháp luật của Cap-and-Trade sẽ giết công việc của người Mỹ, truy cập vào ngày 5 tháng 10 năm 2009"
"Ủy ban Năng lượng và Thương mại Nhà, bản tóm tắt của HR 2454, được truy cập vào ngày 5 tháng 10 năm 2009"
"Ủy ban Môi trường và Công trình Thượng viện, tóm tắt hóa đơn thương mại, được truy cập vào ngày 5 tháng 10 năm 2009"
"Trung tâm tiến bộ của Mỹ, Lợi ích kinh tế của việc đầu tư vào năng lượng sạch, được truy cập vào ngày 5 tháng 10 năm 2009"
"Hội đồng Mỹ cho một nền kinh tế tiết kiệm năng lượng, cuộc họp báo trên trang HR 2454, truy cập ngày 5 tháng 10 năm 2009"
"Văn phòng Ngân sách Quốc hội, báo cáo về HR 2454, truy cập ngày 5 tháng 10 năm 2009"
"Di sản Foundation, Con trai của Waxman-Markey: Nhiều chính trị làm cho một Bill tốn kém hơn, ngày 16 tháng 6 năm 2009"
"Heritage Foundation, Pumping perdition, bởi Ben Lieberman, ngày 31 tháng 8 năm 2009"
"Heritage Foundation, Hậu quả kinh tế của Waxman-Markey: Một phân tích về Đạo luật an ninh và năng lượng sạch của Mỹ năm 2009, ngày 6 tháng 8 năm 2009"
"Tổ chức Di sản, Hiệu ứng Waxman-Markey trên các quốc gia, được truy cập vào ngày 30 tháng 9 năm 2009"
"Quản lý thông tin năng lượng, thị trường năng lượng và tác động kinh tế của H.R. 2454, Đạo luật an ninh và năng lượng sạch của Mỹ năm 2009, được truy cập vào ngày 30 tháng 9 năm 2009"
"Quản lý thông tin năng lượng, xăng và nhiên liệu diesel Cập nhật, truy cập ngày 30 tháng 9 năm 2009"
"Trung tâm Pew về biến đổi khí hậu toàn cầu, Chi phí của Đạo luật an ninh và năng lượng sạch của Mỹ năm 2009 được phát hiện là nhỏ theo phân tích của Chính phủ, truy cập ngày 30 tháng 9 năm 2009"
"Tin tức ABC, Tin tức ABC bị đánh giá sai về quy mô đám đông, ngày 13 tháng 9 năm 2009"
"Đường dây điện, Làm thế nào lớn là đám đông? , Ngày 13 tháng 9 năm 2009"
"Cyrpress Times, Media Bias, Spin Scary mới và số 9.12, của John G. Winder, ngày 13 tháng 9 năm 2009"
"New York Times, hàng ngàn cuộc biểu tình ở thủ đô để phản đối chính phủ lớn, bởi Jeff Zeleny, ngày 12 tháng 9 năm 2009"
"Fox News, Tea Party Express đưa Washington By Storm, ngày 12 tháng 9 năm 2009"
Bản đồ Dịch vụ Vườn quốc gia của National Mall
"Hiệp hội lịch sử Hoa Kỳ, Bảo tàng quốc gia người Mỹ gốc Ấn mở tại Washington, DC, đã truy cập vào ngày 14 tháng 9 năm 2009"
"Cuộc phỏng vấn với Peter Piringer, viên chức công vụ của Sở Cứu Hỏa và Cứu Hỏa D.C., ngày 14 tháng 9 năm 2009"
"Nhà kinh doanh hàng ngày của nhà đầu tư, Người huy chương đồng Euro, ngày 2 tháng 9 năm 2009"
"Báo cáo của Rasmussen, 56% không muốn trả nhiều hơn để chống lại sự nóng lên toàn cầu, truy cập vào ngày 2 tháng 9 năm 2009"
"Washington Post, giới hạn về phát thải có sự hỗ trợ rộng rãi, Steven Mufson và Jennifer Agiesta, ngày 25 tháng 6 năm 2009"
"Washington Post, Washington Post-ABC News thăm dò ý kiến ​​từ 13-17 tháng 8 năm 2009, truy cập ngày 2 tháng 9 năm 2009"
"Pollster.com, CNN poll May, 2009, truy cập ngày 2 tháng 9 năm 2009"
"Zogby, Zogby Thăm dò ý kiến: Đa số ủng hộ Hóa đơn năng lượng sạch và muốn Thượng nghị sĩ hành động, ngày 11 tháng 8 năm 2009"
"Tin tức phát hành do Matt Barber, ""ObamaCare có khả năng để ủy thác miễn phí"" Thay đổi tình dục ""Phẫu thuật,"" Aug 4, 2009"
"Trao đổi giữa Sens Orrin Hatch và Barbara Mikulski, video web C-SPAN, ngày 9 tháng 7 năm 2009"
Dự luật Thượng viện về cải cách chăm sóc sức khỏe
Dự thảo luật nhà ở về cải cách chăm sóc sức khỏe
"Trung tâm Tiến bộ của Mỹ, ""Các vấn đề LGBT trong Cải cách Y tế: Đưa ra Giới thiệu tóm tắt về Cải cách Y tế làm việc cho tất cả người Mỹ,"" của Josh Rosenthal, ngày 27 tháng 7 năm 2009"
"Trung tâm quốc gia về quyền lợi hợp pháp, ""Đại diện cho khách hàng chuyển đổi giới tính: Các vấn đề pháp lý được chọn"", tờ thông tin của Shannon Minter, ngày tháng 10 năm 2003"
"Hiệp hội Y khoa Hoa Kỳ, nghị quyết về chăm sóc sức khỏe chuyển giới, ngày 18 tháng 4 năm 2008"
